Sun Aug 13 19:02:06 2023    results

         1162774169 function calls (825703045 primitive calls) in 464.795 seconds

   Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      476    0.000    0.000    0.002    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\ma\core.py:1424(getmaskarray)
       26    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\ma\core.py:1545(_shrink_mask)
       19    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\ma\core.py:1555(make_mask)
      471    0.000    0.000    0.001    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\ma\core.py:1644(make_mask_none)
        9    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\ma\core.py:1704(mask_or)
        2    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\ma\core.py:1816(_check_mask_axis)
       10    0.000    0.000    0.001    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\ma\core.py:1828(masked_where)
       10    0.000    0.000    0.002    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\ma\core.py:2332(masked_invalid)
        2    0.000    0.000    0.003    0.001 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\ma\core.py:2859(<listcomp>)
       15    0.000    0.000    0.003    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\ma\core.py:2808(__new__)
      102    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\ma\core.py:2940(_update_from)
       75    0.000    0.000    0.001    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\ma\core.py:2966(__array_finalize__)
       18    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\ma\core.py:3077(<listcomp>)
       18    0.000    0.000    0.001    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\ma\core.py:3059(__array_wrap__)
       27    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\ma\core.py:3115(view)
      691    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\ma\core.py:3405(dtype)
       95    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\ma\core.py:3421(shape)
       10    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\ma\core.py:3433(__setmask__)
        6    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\ma\core.py:3504(mask)
       10    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\ma\core.py:3514(mask)
        7    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\ma\core.py:3644(shrink_mask)
       23    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\ma\core.py:3680(_get_data)
       14    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\ma\core.py:3774(filled)
        9    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\ma\core.py:4607(ravel)
        1    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\ma\core.py:5743(min)
        1    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\ma\core.py:5842(max)
       12    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\ma\core.py:6654(is_masked)
        9    0.000    0.000    0.003    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\ma\core.py:6847(__call__)
        3    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\ma\core.py:8037(asarray)
        9    0.000    0.000    0.003    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\ma\core.py:8086(asanyarray)
        8    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\_api\__init__.py:53(__get__)
       32    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\_api\__init__.py:80(<genexpr>)
      383    0.001    0.000    0.001    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\_api\__init__.py:65(check_isinstance)
     2496    0.001    0.000    0.002    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\_api\__init__.py:101(check_in_list)
      120    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\_api\__init__.py:154(<genexpr>)
       40    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\_api\__init__.py:134(check_shape)
       45    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\_api\__init__.py:175(check_getitem)
        3    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\_api\deprecation.py:289(wrapper)
        3    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\_api\deprecation.py:379(wrapper)
  159/132    0.000    0.000    0.106    0.001 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\_api\deprecation.py:443(wrapper)
       50    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\cbook\__init__.py:106(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\cbook\__init__.py:109(__call__)
        8    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\cbook\__init__.py:112(__eq__)
      100    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\cbook\__init__.py:115(__hash__)
       74    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\cbook\__init__.py:119(_weak_or_strong_ref)
      230    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\cbook\__init__.py:190(__init__)
       74    0.000    0.000    0.001    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\cbook\__init__.py:221(connect)
       42    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\cbook\__init__.py:235(_connect_picklable)
1032/1030    0.001    0.000    0.002    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\cbook\__init__.py:291(process)
       24    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\cbook\__init__.py:507(is_scalar_or_string)
       78    0.000    0.000    0.003    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\cbook\__init__.py:550(_get_data_path)
        4    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\cbook\__init__.py:609(__init__)
        7    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\cbook\__init__.py:662(clear)
        7    0.000    0.000    0.001    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\cbook\__init__.py:708(safe_masked_invalid)
        8    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\cbook\__init__.py:826(<dictcomp>)
        8    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\cbook\__init__.py:825(__init__)
       75    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\cbook\__init__.py:834(<listcomp>)
       75    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\cbook\__init__.py:831(clean)
       69    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\cbook\__init__.py:884(<listcomp>)
       69    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\cbook\__init__.py:880(get_siblings)
        3    0.000    0.000    0.001    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\cbook\__init__.py:1016(_combine_masks)
       57    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\cbook\__init__.py:1314(is_math_text)
       76    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\cbook\__init__.py:1327(_to_unmasked_float_array)
       18    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\cbook\__init__.py:1623(<lambda>)
       20    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\cbook\__init__.py:1685(safe_isfinite)
       40    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\cbook\__init__.py:1715(<genexpr>)
       40    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\cbook\__init__.py:1675(_safe_first_finite)
        7    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\cbook\__init__.py:1718(sanitize_sequence)
      445    0.001    0.000    0.001    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\cbook\__init__.py:1765(<dictcomp>)
      445    0.002    0.000    0.003    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\cbook\__init__.py:1726(normalize_kwargs)
      344    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\cbook\__init__.py:1834(_str_equal)
        9    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\cbook\__init__.py:1845(_str_lower_equal)
     1026    0.001    0.000    0.002    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\cbook\__init__.py:1994(_setattr_cm)
        3    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\cbook\__init__.py:2039(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\cbook\__init__.py:2051(add)
       40    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\cbook\__init__.py:2290(_unpack_to_numpy)
        3    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\rcsetup.py:140(validate_bool)
        3    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\rcsetup.py:152(validate_axisbelow)
       10    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\colors.py:203(_sanitize_extrema)
      653    0.000    0.000    0.002    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\colors.py:213(_is_nth_color)
      261    0.000    0.000    0.002    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\colors.py:218(is_color_like)
       18    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\colors.py:231(_has_alpha_channel)
      261    0.000    0.000    0.002    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\colors.py:237(_check_color_like)
      392    0.000    0.000    0.002    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\colors.py:265(to_rgba)
        9    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\colors.py:399(to_rgba_array)
        4    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\colors.py:762(__copy__)
        4    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\colors.py:944(copy)
        4    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\colors.py:1213(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\colors.py:1241(vmin)
        1    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\colors.py:1245(vmin)
        1    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\colors.py:1252(vmax)
        1    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\colors.py:1256(vmax)
        2    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\colors.py:1273(_changed)
        1    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\colors.py:1382(autoscale_None)
       12    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\scale.py:78(limit_range_for_scale)
       42    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\scale.py:96(__init__)
       42    0.000    0.000    0.009    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\scale.py:103(set_default_locators_and_formatters)
        8    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\scale.py:115(get_transform)
       42    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\scale.py:704(scale_factory)
      168    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\ticker.py:192(set_axis)
       78    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\ticker.py:259(_set_locator)
       42    0.000    0.000    0.004    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\ticker.py:427(__init__)
       42    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\ticker.py:454(set_useOffset)
       42    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\ticker.py:500(set_useLocale)
       42    0.000    0.000    0.004    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\ticker.py:533(set_useMathText)
       12    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\ticker.py:1651(nonsingular)
       42    0.000    0.000    0.003    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\ticker.py:1969(__init__)
       42    0.000    0.000    0.002    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\ticker.py:2010(_validate_steps)
       42    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\ticker.py:2025(_staircase)
       42    0.000    0.000    0.002    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\ticker.py:2031(set_params)
        2    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\ticker.py:2155(view_limits)
       42    0.000    0.000    0.003    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\ticker.py:2889(__init__)
      904    0.001    0.000    0.001    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:110(__init__)
      311    0.000    0.000    0.001    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:157(invalidate)
  495/311    0.000    0.000    0.001    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:167(_invalidate_internal)
      159    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:209(<lambda>)
      402    0.001    0.000    0.001    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:194(set_children)
        3    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:246(frozen)
       46    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:253(x0)
       46    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:263(y0)
       16    0.000    0.000    0.001    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:338(max)
        3    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:343(intervalx)
        3    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:352(intervaly)
        3    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:361(width)
        3    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:367(height)
      114    0.000    0.000    0.001    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:754(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:784(frozen)
       52    0.000    0.000    0.001    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:790(unit)
        6    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:795(null)
        4    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:800(from_bounds)
       53    0.000    0.000    0.001    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:809(from_extents)
        7    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:856(update_from_path)
        7    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:932(update_from_data_xy)
        4    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:983(p1)
        5    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:988(intervalx)
        5    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:993(intervaly)
        9    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:1006(minpos)
        6    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:1017(minposx)
        6    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:1028(minposy)
      130    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:1039(get_points)
        6    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:1057(set)
       56    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:1087(__init__)
       16    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:1109(get_points)
      149    0.000    0.000    0.001    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:1335(__add__)
       12    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:1350(_iter_break_from_left_to_right)
       30    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:1362(depth)
        6    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:1376(contains_branch)
        3    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:1395(contains_branch_seperately)
        3    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:1413(__sub__)
        6    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:1696(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:1705(__eq__)
        9    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:1714(set)
       12    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:1751(<lambda>)
       12    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:1752(<lambda>)
       18    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:1753(<lambda>)
      486    0.000    0.000    0.001    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:1764(__init__)
    14/12    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:1772(__eq__)
       11    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:1777(transform)
        3    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:1827(frozen)
       90    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:1831(is_separable)
       11    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:1843(transform_affine)
       92    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:1881(__init__)
       14    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:1921(get_matrix)
       46    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:1978(rotate)
       46    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:2001(rotate_deg)
       92    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:2033(translate)
      135    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:2046(scale)
      114    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:2122(get_matrix)
        7    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:2126(transform)
        2    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:2154(inverted)
        6    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:2162(__eq__)
        6    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:2190(__init__)
       87    0.000    0.000    0.001    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:2281(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:2307(get_matrix)
       93    0.000    0.000    0.001    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:2323(blended_transform_factory)
      149    0.000    0.000    0.001    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:2347(__init__)
   126/12    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:2376(_invalidate_internal)
     12/6    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:2391(__eq__)
       12    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:2398(_iter_break_from_left_to_right)
     18/9    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\transforms.py:2404(<lambda>)
