Sun Aug 13 19:02:06 2023    results

         1162774169 function calls (825703045 primitive calls) in 464.795 seconds

   Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      513    0.000    0.000    0.001    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\contextlib.py:139(__exit__)
      513    0.000    0.000    0.001    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\contextlib.py:279(helper)
       10    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\functools.py:961(__get__)
        1    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\functools.py:393(__get__)
      653    0.000    0.000    0.001    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\re.py:187(match)
      653    0.000    0.000    0.001    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\re.py:288(_compile)
      266    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\enum.py:359(__call__)
      266    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\enum.py:678(__new__)
      138    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\copyreg.py:100(__newobj__)
      110    0.001    0.000    0.002    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\pathlib.py:56(parse_parts)
      220    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\pathlib.py:147(splitroot)
       78    0.000    0.000    0.002    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\pathlib.py:569(_parse_args)
       78    0.000    0.000    0.002    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\pathlib.py:589(_from_parts)
       32    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\pathlib.py:600(_from_parsed_parts)
       78    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\pathlib.py:608(_format_parsed_parts)
      110    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\pathlib.py:621(__str__)
       32    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\pathlib.py:631(__fspath__)
       64    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\pathlib.py:710(name)
       32    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\pathlib.py:755(with_name)
       78    0.000    0.000    0.002    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\pathlib.py:957(__new__)
       32    0.000    0.000    0.002    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\pathlib.py:1092(stat)
       32    0.000    0.000    0.002    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\pathlib.py:1285(exists)
        1    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\linecache.py:26(getline)
        1    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\linecache.py:36(getlines)
       74    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\weakref.py:47(__new__)
        2    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\weakref.py:69(__call__)
        2    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\_weakrefset.py:17(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\_weakrefset.py:21(__enter__)
        2    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\_weakrefset.py:27(__exit__)
        2    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\_weakrefset.py:53(_commit_removals)
        3    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\_weakrefset.py:63(__iter__)
        1    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\_weakrefset.py:86(add)
        1    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\_weakrefset.py:111(remove)
      404    0.003    0.000    0.003    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\threading.py:236(__init__)
      404    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\threading.py:264(__enter__)
      404    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\threading.py:267(__exit__)
      371    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\threading.py:273(_release_save)
      371    0.000    0.000    0.001    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\threading.py:276(_acquire_restore)
      371    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\threading.py:279(_is_owned)
      371    0.002    0.000    0.137    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\threading.py:288(wait)
      404    0.001    0.000    0.005    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\threading.py:545(__init__)
     1618    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\threading.py:553(is_set)
      404    0.003    0.000    0.141    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\threading.py:589(wait)
     1617    0.001    0.000    0.002    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\threading.py:1102(_wait_for_tstate_lock)
      808    0.001    0.000    0.001    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\threading.py:1145(ident)
        4    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\threading.py:1158(native_id)
     1617    0.002    0.000    0.005    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\threading.py:1169(is_alive)
      404    0.000    0.000    0.001    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\threading.py:1430(current_thread)
        4    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\threading.py:1574(main_thread)
      400    0.003    0.000    0.011    0.000 C:\Users\Curtis Senpai\OneDrive\Current classes\flat_norm_on_graphs\src\functional.py:18(c1_2d)
      408    0.001    0.000    0.002    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\copy.py:66(copy)
       54    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\copy.py:107(_copy_immutable)
      138    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\copy.py:259(_reconstruct)
     1213    0.051    0.000    0.051    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\zmq\sugar\socket.py:621(send)
        1    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\ctypes\__init__.py:48(create_string_buffer)
       78    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\__init__.py:318(wrapper)
     4241    0.001    0.000    0.002    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\__init__.py:691(_get)
     4241    0.002    0.000    0.004    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\__init__.py:742(__getitem__)
        8    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\__init__.py:1286(is_interactive)
        4    0.000    0.000    0.010    0.003 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\matplotlib\__init__.py:1456(inner)
       77    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\multiarray.py:152(concatenate)
   258104    0.049    0.000    0.049    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\multiarray.py:253(inner)
        1    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\multiarray.py:502(can_cast)
        3    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\multiarray.py:1029(unravel_index)
       77    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(concatenate)
   258104    0.204    0.000    0.701    0.000 <__array_function__ internals>:177(inner)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(can_cast)
        3    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(unravel_index)
        2    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\numerictypes.py:228(obj2sctype)
        6    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\numerictypes.py:282(issubclass_)
        3    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\numerictypes.py:356(issubdtype)
        2    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\numerictypes.py:433(__getitem__)
        1    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\numeric.py:1691(indices)
       20    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\numeric.py:1878(isscalar)
        6    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\shape_base.py:19(_atleast_1d_dispatcher)
        6    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\shape_base.py:23(atleast_1d)
       30    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\shape_base.py:207(_arrays_for_stack_dispatcher)
       59    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\fromnumeric.py:38(_wrapit)
       60    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\fromnumeric.py:51(_wrapfunc)
   516298    0.283    0.000    0.283    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\fromnumeric.py:70(<dictcomp>)
   516298    0.849    0.000    2.713    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\fromnumeric.py:69(_wrapreduction)
       53    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\fromnumeric.py:193(_reshape_dispatcher)
       53    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\fromnumeric.py:198(reshape)
        2    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\fromnumeric.py:874(_sort_dispatcher)
        2    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\fromnumeric.py:878(sort)
        1    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\fromnumeric.py:1888(_nonzero_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\fromnumeric.py:1892(nonzero)
      466    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\fromnumeric.py:1987(_shape_dispatcher)
      466    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\fromnumeric.py:1991(shape)
       58    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\fromnumeric.py:2328(_any_dispatcher)
       58    0.000    0.000    0.001    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\fromnumeric.py:2333(any)
       14    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\fromnumeric.py:2427(_all_dispatcher)
       14    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\fromnumeric.py:2432(all)
        6    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\fromnumeric.py:2519(_cumsum_dispatcher)
        6    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\fromnumeric.py:2523(cumsum)
   258122    0.055    0.000    0.055    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\fromnumeric.py:2698(_amax_dispatcher)
   258122    0.377    0.000    2.080    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\fromnumeric.py:2703(amax)
   258104    0.040    0.000    0.040    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\fromnumeric.py:2824(_amin_dispatcher)
   258104    0.285    0.000    1.295    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\fromnumeric.py:2829(amin)
        1    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\fromnumeric.py:3148(_ndim_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\fromnumeric.py:3152(ndim)
        7    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\_methods.py:39(_amax)
        7    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\_methods.py:43(_amin)
       48    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\_methods.py:55(_any)
       14    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\_methods.py:61(_all)
   516208    0.982    0.000    2.291    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\_ufunc_config.py:33(seterr)
   516208    0.807    0.000    0.866    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\_ufunc_config.py:132(geterr)
   258104    0.123    0.000    0.123    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\_ufunc_config.py:426(__init__)
   258104    0.268    0.000    1.750    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\_ufunc_config.py:430(__enter__)
   258104    0.232    0.000    1.041    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\_ufunc_config.py:435(__exit__)
       53    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(reshape)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(sort)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(nonzero)
      466    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(shape)
       58    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(any)
       14    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(all)
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(cumsum)
   258122    0.293    0.000    2.623    0.000 <__array_function__ internals>:177(amax)
   258104    0.202    0.000    1.672    0.000 <__array_function__ internals>:177(amin)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(ndim)
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(atleast_1d)
   258104    0.242    0.000    0.242    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\arrayprint.py:72(<dictcomp>)
   258104    0.768    0.000    1.620    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\arrayprint.py:64(_make_options_dict)
   258104    0.390    0.000   45.509    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\arrayprint.py:411(<lambda>)
   258104    0.523    0.000    0.523    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\arrayprint.py:403(_get_formatdict)
   258104    1.122    0.000   47.273    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\arrayprint.py:452(_get_format_function)
   258104    0.745    0.000  156.813    0.001 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\arrayprint.py:506(wrapper)
   258104    1.310    0.000  155.807    0.001 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\arrayprint.py:523(_array2string)
   258104    0.831    0.000  159.492    0.001 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\arrayprint.py:561(array2string)
 13564520   10.331    0.000   13.870    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\arrayprint.py:739(_extendLine)
 13564520    9.526    0.000   26.718    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\arrayprint.py:753(_extendLine_pretty)
20604884/258104   45.175    0.000  106.843    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\arrayprint.py:789(recurser)
   258104    0.309    0.000  107.152    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\arrayprint.py:780(_formatArray)
   258104    0.067    0.000    0.067    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\arrayprint.py:898(_none_or_positive_arg)
   258104    0.910    0.000   45.119    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\arrayprint.py:907(__init__)
 13822624    5.076    0.000   11.794    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\arrayprint.py:984(<genexpr>)
 13822624    5.373    0.000   19.319    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\arrayprint.py:989(<genexpr>)
 13822624    2.287    0.000    3.239    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\arrayprint.py:993(<genexpr>)
 13822624    2.105    0.000    2.982    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\arrayprint.py:994(<genexpr>)
   258104    7.797    0.000   44.055    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\arrayprint.py:934(fillFormat)
 13564520   20.126    0.000   29.126    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\arrayprint.py:1018(__call__)
   258104    0.438    0.000    0.438    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\arrayprint.py:1399(dtype_is_implied)
   258104    0.834    0.000  160.764    0.001 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\arrayprint.py:1463(_array_repr_implementation)
      414    0.001    0.000    0.001    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\getlimits.py:476(__new__)
       14    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\getlimits.py:558(smallest_normal)
       14    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\core\getlimits.py:581(tiny)
      400    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\linalg\linalg.py:107(get_linalg_error_extobj)
      800    0.001    0.000    0.001    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\linalg\linalg.py:112(_makearray)
   597208    0.176    0.000    0.243    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\linalg\linalg.py:117(isComplexType)
     1200    0.001    0.000    0.001    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\linalg\linalg.py:130(_realType)
      400    0.001    0.000    0.002    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\linalg\linalg.py:136(_commonType)
      400    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\linalg\linalg.py:174(_assert_2d)
      497    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\lib\function_base.py:346(iterable)
       42    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\lib\function_base.py:1316(_diff_dispatcher)
       42    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\lib\function_base.py:1320(diff)
        1    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\lib\function_base.py:2269(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\lib\function_base.py:2301(__call__)
        1    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\lib\function_base.py:2361(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\lib\function_base.py:2362(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\lib\function_base.py:2366(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\lib\function_base.py:2390(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\lib\function_base.py:2331(_get_ufunc_and_otypes)
        1    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\lib\function_base.py:2410(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\lib\function_base.py:2400(_vectorize_call)
      400    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\linalg\linalg.py:2146(_lstsq_dispatcher)
      400    0.059    0.000    0.068    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\linalg\linalg.py:2150(lstsq)
   596808    0.101    0.000    0.101    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\linalg\linalg.py:2338(_norm_dispatcher)
   596808    2.027    0.000    3.965    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\linalg\linalg.py:2342(norm)
       18    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\lib\stride_tricks.py:416(_broadcast_shape)
       18    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\lib\stride_tricks.py:476(_broadcast_arrays_dispatcher)
       18    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\lib\stride_tricks.py:538(<listcomp>)
       54    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\lib\stride_tricks.py:542(<genexpr>)
       18    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\lib\stride_tricks.py:480(broadcast_arrays)
       18    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(broadcast_arrays)
      400    0.001    0.000    0.070    0.000 <__array_function__ internals>:177(lstsq)
   596808    0.499    0.000    4.967    0.000 <__array_function__ internals>:177(norm)
       42    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(diff)
       30    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\lib\shape_base.py:608(_column_stack_dispatcher)
       30    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\lib\shape_base.py:612(column_stack)
       30    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(column_stack)
        2    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\ma\core.py:199(_recursive_fill_value)
        2    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\ma\core.py:220(_get_dtype_of)
        2    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\ma\core.py:287(_scalar_fill_value)
        2    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\ma\core.py:285(_extremum_fill_value)
        1    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\ma\core.py:299(minimum_fill_value)
        1    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\ma\core.py:350(maximum_fill_value)
       12    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\ma\core.py:433(_check_fill_value)
       27    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\ma\core.py:587(filled)
       12    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\ma\core.py:671(getdata)
        3    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\ma\extras.py:290(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\ma\extras.py:291(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\ma\extras.py:288(__call__)
      508    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\ma\core.py:1283(_replace_dtype_fields_recursive)
      508    0.000    0.000    0.001    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\ma\core.py:1315(_replace_dtype_fields)
      508    0.000    0.000    0.001    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\ma\core.py:1329(make_mask_descr)
      596    0.000    0.000    0.000    0.000 C:\Users\Curtis Senpai\anaconda3\envs\spyder\lib\site-packages\numpy\ma\core.py:1362(getmask)
